col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49,col50,col51,col52,col53,col54,col55,col56,col57,col58,col59,col60,col61,col62,col63,col64,col65,col66,col67,col68,col69,col70,col71,col72,col73,col74,col75,col76,col77,col78,col79,col80,col81,col82,col83,col84,col85,col86,col87,col88,col89,col90,col91,col92,col93,col94,col95,col96,col97,col98,col99,col100,col101,col102,col103,col104,col105,col106,col107,col108,col109,col110,col111,col112,col113,col114,col115,col116,col117,col118,col119,col120,col121,col122,col123,col124,col125,col126,col127,col128,col129,col130,col131,col132,col133,col134,col135,col136,col137,col138,col139,col140,col141,col142,col143,col144,col145,col146,col147,col148,col149,col150,col151,col152,col153,target
42,59,107,245,66,95,177,124,177,270,42,-2419,139347,-8028475.0,-2706,155855,-8978189.0,174364,-10042835.0,-11236626.0,5957.791757,42037.32656,3289825.233,294782259.9,42037.32656,607734.2371,18627782.75,3289825.233,18627782.75,294782259.9,1,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,1,2,7,2,5,5,25,-26,-3386,-82586,369,940,-10404,8059,30688,166179,25,624,12162,39978,-8856,-219722,-4199858.0,3139762.0,77430594.0,-1114110132.0,3.02e+22,-2.7499999999999997e+25,2.24e+30,-4.24e+34,-2.7499999999999997e+25,2.13e+29,-4.5999999999999996e+33,2.24e+30,-4.5999999999999996e+33,-4.24e+34,2.0,8.0,0.0,0.0,13.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-10.0,134.0,4844.0,108134.0,-324.0,-628.0,14694.0,-7894.0,-29584.0,-165474.0,-10.0,1474.0,-210628.0,29440198.0,-3564.0,520364.0,-73878218.0,-1267606.0,183489460.0,-449997354.0,-1.21e+22,6.3e+25,-2e+30,4.370000000000001e+34,6.3e+25,-1.41e+29,5.06e+33,-2e+30,5.06e+33,4.370000000000001e+34,6.0,8.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
73,160,406,1114,134,271,653,282,525,656,73,-11520,1818006,-286913766.0,-9648,1522511,-240268471.0,1275158,-201224423.0,-168539988.0,10355.20948,44618.56591,5899753.251,514705499.3,44618.56591,744809.9405,14838993.32,5899753.251,14838993.32,514705499.3,0,0,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,3,4,18,9,8,18,10,3,30,377,4809,65819,109,1398,14114,1493,13996,35203,30,-10933,3984421,-1452104251,-3161,1152002.0,-419849806.0,334161.0,-121790328.0,-35418791.0,3.62e+22,6.53e+25,7.780000000000001e+29,-7.36e+33,6.53e+25,1.9700000000000002e+29,-3.17e+32,7.780000000000001e+29,-3.17e+32,-7.36e+33,0.0,0.0,9.0,2.0,0.0,0.0,0.0,5.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,30.0,203.0,2391.0,39041.0,341.0,2007.0,20041.0,4717.0,26189.0,70907.0,30.0,-5887.0,1156243.0,-227283607.0,-9889.0,1940251.0,-381021395.0,3260585.0,-639636297.0,-1075353751.0,3.62e+22,-3.02e+24,1.45e+30,-1.4300000000000001e+34,-3.02e+24,6.07e+28,-1.0799999999999999e+33,1.45e+30,-1.0799999999999999e+33,-1.4300000000000001e+34,0.0,0.0,9.0,7.0,0.0,0.0,0.0,4.0,5.0,2.0,0.0,0.0,0.0,0.0
60,131,333,917,91,207,539,153,359,277,60,-7729,995671,-128271139.0,-5369,691625,-89098105.0,480451,-61891585.0,-42995039.0,8511.131081,64899.73223,4055457.287,415154696.8,64899.73223,724679.9421,32787800.13,4055457.287,32787800.13,415154696.8,0,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,13,6,10,6,5,20,1,88,2956,75340,-78,24,19708,-3138,-20872,-83658,1,0,-4788,657900,0,6888,-962012,-9222.0,1329800.0,-1767054.0,1.21e+21,2.62e+25,-7.58e+29,2.4200000000000002e+34,2.62e+25,-9.31e+28,3.08e+33,-7.58e+29,3.08e+33,2.4200000000000002e+34,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,7.0,8.0,-1568.0,-52696.0,126.0,552.0,-11380.0,3426.0,24328.0,85386.0,7.0,-48.0,-1248.0,-17112.0,-756.0,5592.0,145100.0,82806.0,-650216.0,-9211146.0,8.46e+21,-1.44e+25,9.2e+29,-2.37e+34,-1.44e+25,1.08e+29,-2.88e+33,9.2e+29,-2.88e+33,-2.37e+34,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0
343,1181,5053,24437,1134,3918,16840,4638,16190,21282,343,-403902,475618554,-560070000000.0,-387828,456689532,-537779000000.0,438515634,-516377000000.0,-495829000000.0,5838635.922,59005302.29,256536000000.0,-2314020000000.0,59005302.29,18489000922.0,-5319690000000.0,256536000000.0,-5319690000000.0,-2314020000000.0,2,6,1,0,1,4,1,2,4,1,0,1,1,2,1,3,2,1,0,3,0,3,7,20,12,2,18,16,16,6,6,14,2,10,20,16,1,2,13,8,5,17,9,8,14.0,6.0,17.0,2.0,20.0,15.0,6.0,9.0,1.0,9.0,2.0,2.0,9.0,3651.0,28188.0,316502.0,4194954.0,36643.0,268206.0,2878860.0,525777.0,3838718.0,8716489.0,3651.0,-102886200.0,2899360000000.0,-8.17e+16,-133746950.0,3769030000000.0,-1.06e+17,4899550000000.0,-1.38e+17,-1.79e+17,4.41e+24,1.0600000000000001e+27,1.6800000000000002e+32,-1.8599999999999998e+36,1.0600000000000001e+27,1.16e+31,-1.5199999999999999e+35,1.6800000000000002e+32,-1.5199999999999999e+35,-1.8599999999999998e+36,48.0,130.0,1.0,0.0,20.0,74.0,2.0,42.0,122.0,13.0,0.0,4.0,18.0,35.0,29.0,30.0,47.0,6.0,0.0,45.0,0.0,750.0,14578.0,256824.0,4589020.0,4655.0,109305.0,2017101.0,80897.0,1562757.0,1562033.0,750.0,-10918922.0,158964000000.0,-2314280000000000.0,-3486595.0,1.0
354,1276,5684,28114,983,3677,16599,3413,13109,13505,354,-450428,573123636,-729243000000.0,-346999,441520093,-561789000000.0,340137141,-432789000000.0,-333412000000.0,6025880.805,170576836.2,207623000000.0,25765600000000.0,170576836.2,18584819714.0,1145860000000.0,207623000000.0,1145860000000.0,25765600000000.0,0,0,2,1,0,0,1,3,0,6,1,3,1,3,2,3,1,2,0,1,0,20,14,14,8,10,17,16,11,13,16,15,12,18,8,14,8,16,12,3,10,4,12,10,15.0,3.0,10.0,10.0,7.0,18.0,10.0,1929.0,16733.0,170285.0,1879067.0,32967.0,314487.0,3542079.0,534573.0,5237797.0,8819055.0,1929.0,-32261224.0,539547000000.0,-9023560000000000.0,-63560376.0,1063000000000.0,-1.78e+16,2094310000000.0,-3.5e+16,-6.9e+16,2.33e+24,-3.45e+27,1.46e+32,-2.0199999999999998e+36,-3.45e+27,3.03e+30,-2.0099999999999997e+35,1.46e+32,-2.0099999999999997e+35,-2.0199999999999998e+36,0.0,0.0,44.0,21.0,0.0,0.0,28.0,34.0,0.0,131.0,8.0,52.0,9.0,20.0,35.0,34.0,6.0,42.0,0.0,1.0,0.0,866.0,16261.0,274141.0,4594447.0,2127.0,95625.0,1937715.0,-48477.0,401903.0,-1671771.0,866.0,-14065765.0,228459000000.0,-3710690000000000.0,-1839855.0,29883390633.0,-485374000000000.0,3908798979.0,-63487800000000.0,-8304190000000.0,1.05e+24,1.0
205,543,1787,6765,555,1362,4164,1955,4470,7965,205,-110772,59856134,-32343711672.0,-113220,61178457,-33057988143.0,62531030,-33788599065.0,-34535929860.0,581593.9572,6187232.469,8997691217.0,356904000000.0,6187232.469,898516856.7,-111707000000.0,8997691217.0,-111707000000.0,356904000000.0,5,2,0,1,2,0,1,2,1,0,2,0,1,1,1,2,0,3,0,0,0,18,8,13,5,18,1,16,18,1,1,4,11,11,14,7,8,5,2,1,1,16,15,9,2.0,495.0,863.0,-15693.0,-538663.0,5980.0,14986.0,-80736.0,94376.0,334836.0,1618846.0,495.0,-426322.0,367155424.0,-316186000000.0,-2954120.0,2544259806.0,-2191160000000.0,17629971576.0,-15184000000000.0,-105215000000000.0,5.98e+23,-1.54e+26,2.7999999999999997e+31,-3.65e+35,-1.54e+26,1.6299999999999999e+30,-3.4000000000000004e+34,2.7999999999999997e+31,-3.4000000000000004e+34,-3.65e+35,64.0,42.0,0.0,11.0,21.0,0.0,15.0,18.0,23.0,0.0,25.0,0.0,3.0,14.0,22.0,28.0,0.0,14.0,0.0,0.0,0.0,974.0,11986.0,181976.0,2978782.0,6260.0,83860.0,1319454.0,62418.0,890150.0,724076.0,974.0,-11662378.0,139642000000.0,-1672030000000000.0,-6090980.0,72931537780.0,-873260000000000.0,38090409618.0,-456083000000000.0,-238201000000000.0,1.18e+24,1.3200000000000002e+27,2.68e+31,-6.53e+34,1.3200000000000002e+27,3.07e+30,1.34e+34,0.0
456,1604,7272,37628,1535,5313,23631,6429,21941,30431,456,-729820,1168065736,-1869470000000.0,-698425,1117816873,-1789050000000.0,1069732579,-1712090000000.0,-1638440000000.0,54335060.82,1718911510.0,4777450000000.0,141076000000000.0,1718911510.0,346996000000.0,-30167700000000.0,4777450000000.0,-30167700000000.0,141076000000000.0,1,0,2,3,2,4,1,2,0,5,1,2,0,5,2,4,1,3,0,3,0,14,14,10,10,6,17,6,15,18,14,6,20,3,6,20,5,18,10,16,18,4,14,20,10.0,4.0,10.0,16.0,3.0,16.0,1.0,12.0,12.0,8.0,7.0,5.0,11.0,15.0,14.0,16.0,4.0,8.0,2108.0,16573.0,167315.0,1840327.0,37455.0,337356.0,3945508.0,650861.0,6108788.0,11443035.0,2108.0,-34919311.0,578443000000.0,-9581990000000000.0,-78917685.0,1307280000000.0,-2.17e+16,2954460000000.0,-4.89e+16,-1.11e+17,2.55e+24,-4.19e+27,1.76e+32,-2.72e+36,-4.19e+27,5.83e+30,-2.85e+35,1.76e+32,-2.85e+35,-2.72e+36,30.0,0.0,41.0,86.0,51.0,37.0,34.0,74.0,0.0,75.0,36.0,63.0,0.0,73.0,45.0,114.0,6.0,46.0,0.0,50.0,0.0,5491.0,67519.0,987687.0,15875671.0,47472.0,586474.0,8619288.0,512472.0,6421134.0,6123606.0,1.0
96,171,365,885,181,319,669,413,727,1063,96,-16245,2749019,-465205983.0,-17195,2909713,-492388247.0,3079947,-521183557.0,-551689109.0,13617.80973,51624.787,9032065.639,688596891.3,51624.787,1295988.468,8780040.059,9032065.639,8780040.059,688596891.3,0,0,1,0,2,0,0,0,0,0,1,1,1,0,2,0,1,0,0,0,0,17,13,12,15,3,5,11,15,5,56,219,-289,-31137,996,6345,46549,16206,116361,258708,56,-12045,2589605,-556524591,-54780.0,11785041.0,-2534209985.0,53585070.0,-11530401705.0,-52414705428.0,6.76e+22,-1.12e+26,4.3899999999999997e+30,-5.82e+34,-1.12e+26,7.550000000000001e+28,-5.61e+33,4.3899999999999997e+30,-5.61e+33,-5.82e+34,0.0,0.0,5.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,2.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,-7.0,303.0,6963.0,123759.0,-471.0,-1095.0,18101.0,-9381.0,-50511.0,-161583.0,-7.0,2424.0,-819318.0,271975662.0,-3768.0,1283322.0,-428459146.0,-2005950.0,673938672.0,-1058288046.0,-8.46e+21,1.16e+26,-2.23e+30,3.9900000000000003e+34,1.16e+26,1.1000000000000002e+28,4.4499999999999997e+33,-2.23e+30,4.4499999999999997e+33,3.9900000000000003e+34,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0
119,309,907,2889,226,580,1662,512,1308,1300,119,-36462,11172184,-3423258864.0,-26668,8171158,-2503691656.0,5976404,-1831187204.0,-1339354252.0,67521.63991,903703.1445,200287699.2,27807596728.0,903703.1445,26379883.61,2011615006.0,200287699.2,2011615006.0,27807596728.0,1,1,0,0,0,2,0,1,1,0,0,1,1,1,2,0,0,1,0,0,0,6,15,13,14,9,8,12,6,1,15,18,2,45,68,4978,146318,1014,6033,114127,8640,32111,32928,45,-2992.0,203810.0,-14075338.0,-44616.0,2970969.0,-202680965.0,44221068.0,-2949318109.0,-43815061200.0,5.44e+22,-1.53e+26,2.19e+30,6.97e+33,-1.53e+26,-5.93e+29,1.58e+33,2.19e+30,1.58e+33,6.97e+33,9.0,12.0,0.0,0.0,0.0,9.0,0.0,6.0,5.0,0.0,0.0,7.0,3.0,4.0,12.0,0.0,0.0,11.0,0.0,0.0,0.0,105.0,1393.0,13493.0,110653.0,606.0,9141.0,72659.0,11880.0,155053.0,252192.0,105.0,-144872.0,199879740.0,-275767000000.0,-63024.0,86957415.0,-119977000000.0,37837188.0,-52206566975.0,-22720937280.0,1.27e+23,1.62e+26,4.32e+30,-5.930000000000001e+34,1.62e+26,8.1e+29,-4.7499999999999996e+33,4.32e+30,-4.7499999999999996e+33,-5.930000000000001e+34,4.0,1.0,0.0,0.0,0.0,17.0,0.0,7.0,8.0,1.0
76,141,317,807,115,210,466,193,348,349,76,-10575,1471511,-204768417.0,-8625,1200120,-166996204.0,978843,-136200090.0,-111090111.0,10780.76604,82599.6592,5140102.697,525881906.4,82599.6592,924062.7833,41744062.95,5140102.697,41744062.95,525881906.4,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,1,0,0,15,9,13,19,10,10,14,140,1550,20900,188,1880,20780,2528,24800,33200,14,-1820,236750,-30814100,-2444,317720,-41329820,426656.0,-55465760.0,-74483984.0,1.69e+22,-9.91e+24,7.4e+29,-6.099999999999999e+33,-9.91e+24,6.060000000000001e+27,-3.85e+32,7.4e+29,-3.85e+32,-6.099999999999999e+33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,-10.0,-84.0,-714.0,-7740.0,-148.0,-1320.0,-12420.0,-2128.0,-19200.0,-29200.0,-10.0,-924.0,-85386.0,-7892820.0,-1628.0,-150504.0,-13915596.0,-264976.0,-24507840.0,-43117328.0,-1.21e+22,1.1099999999999998e+25,-6.04e+29,5.71e+33,1.1099999999999998e+25,-5.750000000000001e+27,4.19e+32,-6.04e+29,4.19e+32,5.71e+33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,4.0,0.0,6.0,1.0
115,292,886,2962,225,567,1695,531,1313,1401,115,-33288,9635718,-2789247030.0,-25650,7424667,-2149181583.0,5721156,-1656048889.0,-1276107024.0,65252.00495,808055.7314,202534281.5,26993544685.0,808055.7314,25670540.8,1745613982.0,202534281.5,1745613982.0,26993544685.0,2,0,0,0,1,0,0,0,1,3,0,1,2,0,1,1,0,0,0,0,0,16,10,9,13,1,1,12,10,13,10,15,5,64,475,3979,34417,964,7711,74545,13876,114001,195028,64,-29925.0,13992729.0,-6543120033.0,-60732.0,28397511.0,-13278739161.0,57630228.0,-26947695507.0,-54686256348.0,7.73e+22,-7.61e+25,3.92e+30,-3.91e+34,-7.61e+25,2.87e+28,-3.08e+33,3.92e+30,-3.08e+33,-3.91e+34,11.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,3.0,20.0,0.0,7.0,13.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,68.0,763.0,11123.0,163897.0,416.0,4987.0,79649.0,1784.0,29317.0,-13168.0,68.0,-51121.0,38434277.0,-28897968205.0,-27872.0,20953915.0,-15754007441.0,11423480.0,-8588193379.0,-4681673840.0,8.21e+22,9.83e+25,1.2e+30,1.3200000000000001e+34,9.83e+25,6.3e+28,2.85e+33,1.2e+30,2.85e+33,1.3200000000000001e+34,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,1.0
212,648,2618,12114,591,1723,6753,2103,5925,8493,212,-136728,88182458,-56873515806.0,-124701,80425003,-51869895669.0,73351113,-47307217797.0,-43146559965.0,3608719.578,100800724.7,128079000000.0,14519000000000.0,100800724.7,11983790642.0,557882000000.0,128079000000.0,557882000000.0,14519000000000.0,2,6,2,2,1,2,0,3,1,2,1,0,1,2,2,2,0,0,0,0,0,15,8,2,13,15,8,10,11,4,2,9,1,3,16,3,2,10,1,14,2,8,2,14,4.0,16.0,6.0,5.0,2.0,6.0,1407.0,7008.0,58144.0,707364.0,14861.0,76838.0,661822.0,188169.0,1001838.0,2460899.0,1407.0,-9853248.0,69002508064.0,-483226000000000.0,-20894566.0,146325000000.0,-1024720000000000.0,310293000000.0,-2172990000000000.0,-4608000000000000.0,1.7e+24,1.92e+26,6.009999999999999e+31,-4.21e+35,1.92e+26,2.26e+30,-1.78e+34,6.009999999999999e+31,-1.78e+34,-4.21e+35,30.0,99.0,28.0,33.0,27.0,55.0,0.0,29.0,11.0,24.0,8.0,0.0,4.0,42.0,6.0,39.0,0.0,0.0,0.0,0.0,0.0,1147.0,12260.0,152574.0,1972040.0,3255.0,52178.0,711754.0,4291.0,329234.0,-10971.0,1147.0,-14049960.0,172102000000.0,-2108140000000000.0,-3730230.0,45692765678.0,-559705000000000.0,12131307916.0,-148600000000000.0,-39452900000000.0,1.39e+24,2.7700000000000003e+27,0.0
134,350,1054,3464,268,661,1895,624,1465,1600,134,-46550,16171054,-5617728236.0,-35644,12382261,-4301473277.0,9481392,-3293701631.0,-2522097088.0,76032.77099,883914.0245,228272300.9,31355421819.0,883914.0245,25459655.11,1904306162.0,228272300.9,1904306162.0,31355421819.0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,3,1,1,1,0,0,0,6,5,18,15,5,15,10,16,12,17,15,32,1042,18180,281506,-282,4410,104964,-7578,17236,-120972,32,-32302,32591100.0,-32866165726.0,8742.0,-8810910.0,8875419276.0,2378142.0,-2392655480.0,643815312.0,3.87e+22,1.8699999999999998e+26,-1.29e+30,3.17e+34,1.8699999999999998e+26,1.82e+29,3.97e+33,-1.29e+30,3.97e+33,3.17e+34,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,7.0,0.0,9.0,0.0,0.0,21.0,8.0,10.0,3.0,0.0,0.0,0.0,51.0,-47.0,-4315.0,-71531.0,1257.0,6795.0,48291.0,20853.0,132239.0,313347.0,51.0,2350.0,103926.0,4303558.0,-62850.0,-2888076.0,-127171248.0,77443254.0,3548620244.0,-95412159780.0,6.16e+22,-2.05e+26,5.34e+30,-6.95e+34,-2.05e+26,-4.77e+28,-6.69e+33,5.34e+30,-6.69e+33,-6.95e+34,0.0,0.0,0.0,0.0,17.0,11.0,0.0,0.0,0.0,5.0,1.0
119,280,826,2794,233,555,1647,559,1317,1535,119,-33040,9173626,-2547123046.0,-27494,7633635,-2119496811.0,6352372,-1763720553.0,-1467712298.0,67521.63991,834441.2247,214841645.6,26623265840.0,834441.2247,28047797.76,1479896843.0,214841645.6,1479896843.0,26623265840.0,0,1,0,2,2,1,0,0,0,1,0,2,3,0,0,0,0,0,0,1,0,20,13,4,12,6,13,2,10,5,13,4,12,5,189,943,1553,-103703,2673,16859,111141,44211,307979,785691,189.0,-177284.0,166291116.0,-155977000000.0,-502524.0,471376352.0,-442151000000.0,1336145934.0,-1253340000000.0,-3552660000000.0,2.28e+23,-1.74e+26,1.2599999999999998e+31,-1.85e+35,-1.74e+26,5.92e+29,-1.8700000000000002e+34,1.2599999999999998e+31,-1.8700000000000002e+34,-1.85e+35,0.0,7.0,0.0,14.0,22.0,5.0,0.0,0.0,0.0,8.0,0.0,16.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,111.0,1781.0,31307.0,571475.0,-5.0,6313.0,163543.0,-15511.0,-65271.0,-446735.0,111.0,-195910.0,345775056.0,-610287000000.0,550.0,-964332.0,1690692112.0,-12786.0,22814250.0,-665900.0,1.34e+23,3.62e+26,-2.4e+30,1.4e+35,3.62e+26,-1.37e+29,1.96e+34,-2.4e+30,1.96e+34,1.4e+35,0.0,7.0,0.0,14.0,6.0,9.0,0.0,0.0,1.0
57,87,149,279,82,127,219,132,207,232,57,-4872,416444,-35597772.0,-4592,392497,-33549629.0,369952,-31621457.0,-29806112.0,8085.574527,68218.46853,3905919.776,394718871.4,68218.46853,790821.3653,34700335.42,3905919.776,34700335.42,394718871.4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,18,13,1,10,15,0,-45,-1335,-30555,45,0,-7848,1335,7848,30555,0,-45,-5385,-484155,45,4050,325602,-2715,-205452.0,123705.0,0.0,-1.33e+25,3.19e+29,-8.45e+33,-1.33e+25,2.46e+28,-1.0399999999999999e+33,3.19e+29,-1.0399999999999999e+33,-8.45e+33,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,45.0,1335.0,30555.0,-45.0,0.0,7848.0,-1335.0,-7848.0,-30555.0,0.0,45.0,-2715.0,123705.0,-45.0,4050.0,-205452.0,-5385.0,325602.0,-484155.0,0.0,1.33e+25,-3.19e+29,8.45e+33,1.33e+25,-2.46e+28,1.0399999999999999e+33,-3.19e+29,1.0399999999999999e+33,8.45e+33,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0
104,272,834,2786,188,456,1328,386,882,872,104,-28016,7547202,-2033166206.0,-19364,5216328,-1405211720.0,3605474,-971245934.0,-671328704.0,59010.50883,883914.0245,156674698.6,24057662164.0,883914.0245,21203598.3,2059875598.0,156674698.6,2059875598.0,24057662164.0,1,2,0,0,0,1,1,0,1,0,0,0,1,0,0,4,0,0,0,0,0,1,2,16,16,16,13,16,9,7,2,6,7,-32,-4660,-107390,-216,-3520,-82664,1476,-7072,67602,7,192,460.0,-423678.0,1296.0,31040.0,-429768.0,234756.0,4491488.0,41334834.0,8.46e+21,8.64e+25,6.77e+29,-2.01e+34,8.64e+25,5.09e+29,-1.46e+33,6.77e+29,-1.46e+33,-2.01e+34,1.0,12.0,0.0,0.0,0.0,11.0,9.0,0.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,93.0,992.0,16916.0,280358.0,808.0,7680.0,126440.0,5980.0,51232.0,47662.0,93.0,-91264.0,89566740.0,-87907295578.0,-74336.0,72947456.0,-71589912888.0,59416604.0,-58305989728.0,-47490717938.0,1.12e+23,6.4e+25,2.39e+30,8.470000000000001e+32,6.4e+25,-3.82e+28,1.44e+33,2.39e+30,1.44e+33,8.470000000000001e+32,11.0,12.0,0.0,0.0,0.0,1.0,3.0,0.0,4.0,0.0,1.0
173,487,1699,6739,417,1106,3710,1219,3060,3987,173,-83764,40557598,-19637697010.0,-71724,34727615,-16814692427.0,29736238,-14397783307.0,-12328512192.0,490808.559,8933099.141,5843688541.0,854814000000.0,8933099.141,556191855.5,43652524405.0,5843688541.0,43652524405.0,854814000000.0,3,0,0,0,2,0,3,2,0,3,0,1,1,0,0,2,0,2,0,0,0,5,10,16,10,8,13,7,1,8,12,1,18,16,1,10,18,7,7,5,603,5361,70327,1078113,5344.0,45498.0,591028.0,55866.0,456488.0,640930.0,603.0,-3227322.0,17273003248.0,-92447200000000.0,-3217088.0,17218205082.0,-92153800000000.0,17163615802.0,-91861500000000.0,-91570300000000.0,7.28e+23,3.84e+26,2e+31,-7.9e+34,3.84e+26,8.14e+29,2.74e+33,2e+31,2.74e+33,-7.9e+34,33.0,0.0,0.0,0.0,20.0,0.0,42.0,14.0,0.0,21.0,0.0,10.0,6.0,0.0,0.0,16.0,0.0,28.0,0.0,0.0,0.0,489.0,4710.0,53680.0,654120.0,4082.0,37934.0,412730.0,51208.0,464414.0,793496.0,489.0,-2298480.0,10803710380.0,-50781500000000.0,-1992016.0,9363207074.0,-44010500000000.0,8114797796.0,-38142500000000.0,-33057000000000.0,5.91e+23,3.86e+26,1.7999999999999998e+31,-1.51e+35,3.86e+26,1.48e+30,-8.669999999999999e+33,1.7999999999999998e+31,-8.669999999999999e+33,-1.51e+35,27.0,0.0,0.0
324,1254,6224,34860,1103,4223,20773,4321,16449,18401,324,-405042,506356376,-633015000000.0,-356269,445382387,-556787000000.0,391752419,-489741000000.0,-430771000000.0,38606490.58,1156454227.0,3155380000000.0,410608000000000.0,1156454227.0,165903000000.0,22511300000000.0,3155380000000.0,22511300000000.0,410608000000000.0,3,6,2,3,1,1,1,2,1,1,0,2,5,1,2,2,1,2,0,1,0,4,3,4,4,2,1,9,17,3,14,8,2,13,13,12,1,13,12,20,2,2,16,6,16.0,2.0,18.0,13.0,7.0,13.0,15.0,10.0,15.0,8.0,5.0,18.0,2.0,1.0,1672.0,25291.0,390649.0,6157369.0,4547.0,136903.0,2392345.0,19499.0,1431097.0,35915.0,1672.0,-42261261.0,1068190000000.0,-2.7e+16,-7598037.0,192047000000.0,-4854160000000000.0,34527618529.0,-872716000000000.0,-156903000000000.0,2.02e+24,4.0900000000000006e+27,2.76e+31,1.63e+35,4.0900000000000006e+27,8.8e+30,5.85e+34,2.76e+31,5.85e+34,1.63e+35,59.0,119.0,11.0,8.0,34.0,23.0,28.0,44.0,7.0,31.0,0.0,33.0,100.0,10.0,62.0,46.0,8.0,61.0,0.0,19.0,0.0,2532.0,13078.0,104928.0,1111768.0,21488.0,86514.0,449404.0,275894.0,1037764.0,4046564.0,2532.0,-33100418.0,432716000000.0,-5656830000000000.0,0.0
198,604,2206,8938,475,1403,4937,1345,3857,4267,198,-118988,71506142,-42972016814.0,-93575,56233803,-33793819737.0,44223845,-26576253873.0,-20900427983.0,561734.6513,10387324.58,6409247797.0,990283000000.0,10387324.58,570254097.3,52869690660.0,6409247797.0,52869690660.0,990283000000.0,4,0,0,0,1,1,2,1,0,3,0,1,0,0,2,1,2,0,1,1,0,7,6,10,1,16,17,10,17,15,19,1,7,20,12,1,10,8,15,1,5,368,2827,38737,623341.0,3631.0,23277.0,310137.0,47065.0,277699.0,642313.0,368.0,-1037509.0,2925084751.0,-8246840000000.0,-1332577.0,3756953619.0,-10592100000000.0,4825449991.0,-13604400000000.0,-17473700000000.0,4.45e+23,1.26e+26,1.54e+31,-1.13e+35,1.26e+26,8.43e+29,-5.0099999999999997e+33,1.54e+31,-5.0099999999999997e+33,-1.13e+35,49.0,0.0,0.0,0.0,20.0,2.0,13.0,17.0,0.0,26.0,0.0,14.0,0.0,0.0,27.0,5.0,14.0,0.0,10.0,13.0,0.0,489.0,6131.0,86819.0,1339751.0,3247.0,43897.0,624811.0,31831.0,477779.0,370459.0,489.0,-2991928.0,18306008226.0,-112005000000000.0,-1584536.0,9694926756.0,-59318100000000.0,5134477214.0,-31415100000000.0,-16637600000000.0,5.91e+23,6.32e+26,1.35e+31,-3.46e+34,6.32e+26,1.41e+30,6.109999999999999e+33,1.35e+31,6.109999999999999e+33,-3.46e+34,35.0,1.0
